message,category_id,category_name,reasoning,award_date
"Alan, Jess, Chris, and Allyson, congratulations on launching another—what's sure to be successful—se",E,Professional Excellence,Professional excellence and expertise,
"Procurement team, I want to say a massive thank you to you all for being there for me in every way t",D,Teamwork & Collaboration,Strong collaboration and team support,
Tatiana  Thanks for being so open and quick at fixing all the little  MFA A11y issues that we have f,E,Professional Excellence,Strong professional contribution,
The recent work on extending our ecommerce product model to support category-specific attributes is ,E,Professional Excellence,Professional excellence and expertise,
I would like to thank Sunny for his invaluable guidance throughout the development of the Reflection,B,Innovation & Business Impact,Driving innovation and business results,
"Valentina, thank you so much for having looked after the charity invoices for so long and for refres",F,Social Responsibility & Culture,Community and social impact,
I wanted to take a moment to recognize you for your support. One of our colleagues was struggling to,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks Gerard for hosting the team quiz! It was great and I'm sure most of the team don't want to se,D,Teamwork & Collaboration,Strong collaboration and team support,
"Judith, congratulations on officially launching all of your 60+ Mid Market clients on Human Intellig",C,Customer & Client Focus,Exceptional customer service and relationships,
Congrats on your podium finish for ROUND 1 QUIZ,E,Professional Excellence,Strong professional contribution,
"Marcus, I'd like to take a moment to acknowledge the time and effort you've dedicated to supporting ",D,Teamwork & Collaboration,Strong collaboration and team support,
Congrats on a podium finish in todays team flags quiz,D,Teamwork & Collaboration,Strong collaboration and team support,
Congrats on finishing in the podium spaces for todays closing team quizes,D,Teamwork & Collaboration,Strong collaboration and team support,
Blake I want to thank you for all your help recently. You have been so accommodating with various re,D,Teamwork & Collaboration,Strong collaboration and team support,
"Viktor, thank you so much for staying an extra hour while our other regional agents needed to travel",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sofia, thank you so much for taking ownership of the GlobalMart.com issue and pulling the reports. Y",C,Customer & Client Focus,Exceptional customer service and relationships,
Want to thank Ryan for going out of his way to come and give me a ride into work when i had no car. ,E,Professional Excellence,Strong professional contribution,
"Emma and Ryan, what a phenomenal quarter you've had. This is our busiest time of year, and you've bo",C,Customer & Client Focus,Exceptional customer service and relationships,
"Maya and Sarah, this is a long overdue thank you for being such amazing thought partners on our jour",E,Professional Excellence,Professional excellence and expertise,
"Happy Birthday, Elena. You bring so much effort and heart to everything you do, and it really shows.",E,Professional Excellence,Strong professional contribution,
"Hi Folks,  I wanted to take a moment and thank you both for the incredible support and partnership a",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jessica, I wanted to take a moment to thank you for stepping in and taking the lead on so many piece",D,Teamwork & Collaboration,Strong collaboration and team support,
"Diana, thank you so much for your flexibility and expertise during the Pinnacle Design Lab Part 2. T",E,Professional Excellence,Professional excellence and expertise,
"Samuel, it's easy to overlook the conversations and guidance that unblock our thinking and move proj",F,Social Responsibility & Culture,Community and social impact,
"The past few weeks have truly tested our resilience. At times, finding a solution for MFA for non-SS",E,Professional Excellence,Resilience and adaptability,
"Gabriel, I just want to say a big thank you for the care and effort you've put into our feedback pro",D,Teamwork & Collaboration,Strong collaboration and team support,
A huge thank you to everyone for your incredible contributions to our Q1 2026 planning! From digging,D,Teamwork & Collaboration,Strong collaboration and team support,
"Carlos and Nathan, what an incredible first two weeks! Joining a new company and team is never easy,",D,Teamwork & Collaboration,Strong collaboration and team support,
"Oliver, I wanted to take a moment to thank you for the urgent ticket request that was recently handl",C,Customer & Client Focus,Exceptional customer service and relationships,
"Hi Team, I'm excited to see our first Vendor Procurement workflow successfully completed and I wante",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you both for generously sharing your expertise and insights about our clients. Your guidance i,C,Customer & Client Focus,Exceptional customer service and relationships,
Just a quick one to send a big THANK YOU your way for taking the time to help and guide me through a,D,Teamwork & Collaboration,Strong collaboration and team support,
"Before I head out for the holidays tomorrow, I want to thank both of you for everything we pushed th",D,Teamwork & Collaboration,Strong collaboration and team support,
"Derek, thank you SO MUCH for being willing to be part of the b-shots for the company video today. I ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much for presenting to us yesterday what could be our new framework. I really like the ,E,Professional Excellence,Strong professional contribution,
"Maya and Sofia, I want to sincerely thank you both for the incredibly warm welcome since my return. ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey Team, As we approach another end of the year, I would like to say a huge thank you in my name an",D,Teamwork & Collaboration,Strong collaboration and team support,
Jessica - congrats on building your first award program from start to finish! Prior to this you'd bu,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you both so much for checking links and folders for me. I know it probably seemed like a simpl,D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Alex, Jordan, I just wanted to thank you for the way you both handled today's storm situation. Yo",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Ryan, I just want to say a big thank you for the care and effort you've put into our feedback proces",D,Teamwork & Collaboration,Strong collaboration and team support,
"Cameron - Congratulations on delivering yet another spectacular InnovateCorp executive gauntlet, onc",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Breadmaster - sending gratitude your way for what can only be described as the best sourdough this c,D,Teamwork & Collaboration,Strong collaboration and team support,
"David and Marcus, just wanted to thank you for your support throughout the year. It's been a busy ye",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for taking on the food on store case for me. It was a sensitive one and you approached it ,C,Customer & Client Focus,Exceptional customer service and relationships,
"Taylor, congratulations on your promotion to Mid-Market Account Executive! This is an amazing career",D,Teamwork & Collaboration,Strong collaboration and team support,
"Carlos, I was at a major point of frustration and you quickly analyzed my problem, explained what wa",D,Teamwork & Collaboration,Strong collaboration and team support,
Celebrating your creative approach to making recognition feel real and relevant for GlobalDesign. On,B,Innovation & Business Impact,Driving innovation and business results,
"Lauren, thank you for being such an exceptional partner on this year's presentations — from Board me",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you to our Leadership Development Program Wrap Up Presenters! Thank you for giving your time t,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hi team, I just wanted to say a huge thank you for the great time together over these past years. Wo",D,Teamwork & Collaboration,Strong collaboration and team support,
"Geoff, you absolutely crushed the ABM page while I was away. From building brand-new components to s",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you so much for your help in resolving the Revenue Recognition data population issues. Whether,D,Teamwork & Collaboration,Strong collaboration and team support,
"Shmulik, Mark, thanks for being such great sports and agreeing to don donkey suits to support our Br",D,Teamwork & Collaboration,Strong collaboration and team support,
A huge thank you to this brilliant group for making the 2025 Quickship global launch possible! Thank,D,Teamwork & Collaboration,Strong collaboration and team support,
"Paul, this recognition is very much overdue, but better late than never, right??!!  We talked recent",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Thank you very much Frank for all your support during this 2025, jumping with me on many calls when ",D,Teamwork & Collaboration,Strong collaboration and team support,
Antoinette and Ewa - I want to take a moment to recognise your professionalism and support this week,D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey team,   I just wanted to take a moment to thank you all for being such an incredible group to wo",D,Teamwork & Collaboration,Strong collaboration and team support,
"Antoinette, I can't believe we're wrapping up another year! I just wanted to say thank you for your ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hey Guys,  As we wrap up 2025, I just want to say a big thank you for all your help and teamwork thi",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you very much David for all your support during 2025. I have been asking you incessantly quest,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks all for the updates to the Team recap slides. This was my 1st time organising the slide deck ,D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulations on winning 2nd Place for Most Innovative Mindset innovation award. You tackled one o,B,Innovation & Business Impact,Driving innovation and business results,
"Congratulations on your Quack innovation, that gives us a glimpse into the future of intelligent, AI",B,Innovation & Business Impact,Driving innovation and business results,
Thank you all for continuously going above and beyond to support our team.  We nailed it again this ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jenn, Sending this privately because,, I can’t have the guys getting jealous 😉  I just wanted to say",E,Professional Excellence,Strong professional contribution,
"Alan, thank you so much for such prompt detail on the FAQ questions that I asked regarding previous ",C,Customer & Client Focus,Exceptional customer service and relationships,
"Kirsten and Alexa, I want to acknowledge the awesome collaboration that defines our team. The way we",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for all your help during 2025. During the whole year I have been incessantly asking you qu,D,Teamwork & Collaboration,Strong collaboration and team support,
"Sarah, just wanted to say a massive thank you for all your help while I was off living my best life ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus, thank you for all your time looking over the component accessibility annotations and for the",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jordan, I just wanted to send a massive thank you for pulling that sales trip data for me earlier th",D,Teamwork & Collaboration,Strong collaboration and team support,
"Week 9 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Week 8 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for ",D,Teamwork & Collaboration,Strong collaboration and team support,
"David, thank you so much for support around marketing accounting for P11 close and for Budget System",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much Rachel for taking the time to manually generate the Analytics Platform usage stats,E,Professional Excellence,Strong professional contribution,
"Thank you to each of you for a successful, engaging, and fun cold-calling role play this past Friday",C,Customer & Client Focus,Exceptional customer service and relationships,
Jessica- a long overdue thank you for always being such an incredible team player. I feel so gratefu,D,Teamwork & Collaboration,Strong collaboration and team support,
"Patricia, Victoria, Lauren, Shane, and Riley As we finish up 2025, I just want to say a big thank yo",D,Teamwork & Collaboration,Strong collaboration and team support,
A note to thank this team for the attention and effort put into pushing out our updated privacy poli,C,Customer & Client Focus,Exceptional customer service and relationships,
"Carlos, thank you for your willingness to assist with CRM cleanup. Your quick turnarounds and prompt",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you, everyone, for the great energy and engagement in last week's AI-native ideation workshop.",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Tyler! Thank you so much for taking the time to fix the sorting issue in the Customer Success Foreca,C,Customer & Client Focus,Exceptional customer service and relationships,
"It's time to express my sincere, if slightly belated, thank you for the November madness we've just ",D,Teamwork & Collaboration,Strong collaboration and team support,
It's time to express my sincere—and slightly belated—thank you for the November madness we've just b,D,Teamwork & Collaboration,Strong collaboration and team support,
"Amanda, I wanted to send a well deserved shoutout for your agile approach to all of our discovery ca",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for the thought and follow up that you put into each of our buddy sessions! You make sure ,E,Professional Excellence,Strong professional contribution,
"Maya and Kelly, thank you both for everything you poured into the production of our newly published ",C,Customer & Client Focus,Exceptional customer service and relationships,
"Thank you, Daniel, for your time last week helping me prepare for my first-ever solo presentation at",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you, Emma, for spotting the error in the Atlantis hours, and thank you, Alex and Jordan for do",E,Professional Excellence,Strong professional contribution,
"Taylor, I hope you have a wonderful birthday mixed in with some holiday cheer. Morgan better spoil y",E,Professional Excellence,Strong professional contribution,
Thank you all so much for your work in finding this key role for us in customer service as we move i,C,Customer & Client Focus,Exceptional customer service and relationships,
"As I reflect on 2025, I am grateful for the partnership with you. I highly value your commitment to ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks for getting together and figuring out where some of our projects can intersect and how we can,B,Innovation & Business Impact,Driving innovation and business results,
"Riley, taking a moment to give you your flowers for the impact I've witnessed over the past month-is",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Oliver, thank you so much for being my second pair of hands and my personal promo superhero, when I ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Maya, thank you for jumping in unprompted to write the newest update of the TechFlow style guide. It",F,Social Responsibility & Culture,Community and social impact,
"Daniel, thank you for stepping into my shoes during my recent absence and at really late notice to p",D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulations on winning the 3rd Place for Most Innovative Mindset to this team who created DataQu,D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulation on winning the Best Overall Innovation Award. Your Automated Translations innovation ,B,Innovation & Business Impact,Driving innovation and business results,
Congratulations on winning the 2nd Prize for Popular Choice award for your innovation project that r,D,Teamwork & Collaboration,Strong collaboration and team support,
I want to take this opportunity to thank you all for your dedication and commitment in delivering Ph,D,Teamwork & Collaboration,Strong collaboration and team support,
"I'd like to extend a heartfelt thank you to our QA partners, Daniel and Sofia, for stepping in and p",D,Teamwork & Collaboration,Strong collaboration and team support,
"Blake, thank you very much for your help! Once I reached out, you offered your support right away wi",D,Teamwork & Collaboration,Strong collaboration and team support,
"It's time to express my sincere, if slightly belated, thank you for the November madness we've just ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Ladies, thank you for all your hard work. Being short three people isn't easy, but you're all steppi",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thanks Sage for your continued onboarding support, knowledge sharing and high bar for operational su",D,Teamwork & Collaboration,Strong collaboration and team support,
"Quinn and Avery, I want to take a moment to sincerely thank you both for your amazing efforts this m",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thank you River for helping me with Network Link Update script to adjust it to run on the new Build ,D,Teamwork & Collaboration,Strong collaboration and team support,
Marcus Thanks for the taking the time to give me an overview of the great work that was done in onbo,D,Teamwork & Collaboration,Strong collaboration and team support,
"Samuel, thank you for organizing the short workshop to corral the team to brainstorm on how we can i",D,Teamwork & Collaboration,Strong collaboration and team support,
"Rebecca, Victoria, Elena, Sofia, Robert, Alex and Jordan, As we wrap up 2025, I wanted to say thank ",D,Teamwork & Collaboration,Strong collaboration and team support,
Hi all I would like to take this opportunity to that you for all your hard work in trying to resolve,D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you all for the hard work, focus, and collaboration you put in this week while tackling the se",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sarah, we are absolutely over the moon for you and Daniel! Your movie-worthy downtown park engagemen",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, thank you all for the diligence and and urgency in getting our latest keynote signed for our a",D,Teamwork & Collaboration,Strong collaboration and team support,
"Isabella and Catherine, as we wrap up 2025, I wanted to say thank you for the collaborations this ye",D,Teamwork & Collaboration,Strong collaboration and team support,
"Lisa, I want to recognize how exceptionally you showed up on your call with Regional Medical Center.",D,Teamwork & Collaboration,Strong collaboration and team support,
"As I reflect on 2025 I realize you embody the company value 'Respect for All', you are continuously ",F,Social Responsibility & Culture,Community and social impact,
As I close out and reflect on 2025 I realize the level of change we have gone through together as a ,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks guys for your assistance in implementing Global Peering between our two geographic cloud regi,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Emma, your work on developing speaker recommendations for the 2026 European Summit has been exceptio",B,Innovation & Business Impact,Delivering business impact and results,
"Taylor, our Recognition Research launch couldn't have happened the way it did without you. You handl",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Morgan, Your leadership and talent in bringing our latest research paper on monetary rewards to life",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Casey, thank you for being such a steady, energizing presence for our thought leadership team — and ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Riley, your customer evidence and proofs review roadshow has been such a gift to the broader organiz",C,Customer & Client Focus,Exceptional customer service and relationships,
"Harper and Diego, I just wanted to thank you both for all your help with the retail partner gift car",D,Teamwork & Collaboration,Strong collaboration and team support,
"Blake, Cameron & Avery, I wanted to take a moment to thank you for your excellent work in the last f",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, I just want to pause and recognise the incredible work you've put in—especially as we navigate",B,Innovation & Business Impact,Delivering business impact and results,
"Dear Marcus and Oliver, Thank you for all the insights, deep thinking, and structure you brought to ",D,Teamwork & Collaboration,Strong collaboration and team support,
I just want to take a moment to thank you for your collaboration throughout 2025. Whether it was wor,D,Teamwork & Collaboration,Strong collaboration and team support,
"Clara, as we wrap up 2025, I just want to say a big thank you for all your help and teamwork this ye",D,Teamwork & Collaboration,Strong collaboration and team support,
"I just wanted to say a big thank you for all your help with the IT issues I've been facing, and for ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Dear Albert, It has been truly inspiring to witness your unwavering determination for education and ",D,Teamwork & Collaboration,Strong collaboration and team support,
"As we wrap up 2025, I just want to say a big thank you for all your help and teamwork this year! You",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Folks, As the year end approaches, I've been reflecting on what was a really tough year and I kee",E,Professional Excellence,Resilience and adaptability,
"Hi team, As we look to close out the year, there is one thing I keep coming back to.... This year th",D,Teamwork & Collaboration,Strong collaboration and team support,
"Andrea, Sam & Steve: it's wonderful to be able to say for the first time we are live and relaunched ",D,Teamwork & Collaboration,Strong collaboration and team support,
I just wanted to take a minute to thank you both for partnering together for the betterment of TechC,D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, I want to take a moment to sincerely thank each of you for the highly insightful and immensely",E,Professional Excellence,Professional excellence and expertise,
"Tyler, this is long overdue, but wanted to say that you're doing a fantastic job leading the team, a",D,Teamwork & Collaboration,Strong collaboration and team support,
"Folks, As we look to close out 2025, it has not escaped me that both of you have been the quiet forc",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you for all your help this year! I truly appreciate your support, from customers specific bill",D,Teamwork & Collaboration,Strong collaboration and team support,
"As I begin a new chapter in my TalentFirst journey, I wanted to send a huge thank you to the sourcin",D,Teamwork & Collaboration,Strong collaboration and team support,
"Lisa, I just want to take a moment to thank you for presenting at our last two all-hands meetings. Y",D,Teamwork & Collaboration,Strong collaboration and team support,
Well done Sam for researching and documenting the process to consolidate database schemas. This will,D,Teamwork & Collaboration,Strong collaboration and team support,
"Paula and Whitney, As we finish up 2025, I just want to say a big thank you to each of you for all y",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you all for stepping in last minute to look after my partners while I took some days off, I re",D,Teamwork & Collaboration,Strong collaboration and team support,
Just wanted to take a moment to thank you Michael for all your help over the past few weeks with the,E,Professional Excellence,Resilience and adaptability,
"Marcus, I just wanted to take a moment to thank you for your amazing support throughout 2025, from o",D,Teamwork & Collaboration,Strong collaboration and team support,
"Carlos, I wanted to recognize the effort and care you put into the cases you action. Your questions ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you team for the energy you brought to yesterday's AI focused session. I really appreciate how,D,Teamwork & Collaboration,Strong collaboration and team support,
Sofia thank you for your help in facilitating the conversation with Ryan and getting the early relea,D,Teamwork & Collaboration,Strong collaboration and team support,
Just wanted to thank you for all your help over the past few days with the support requests. These i,D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex, thank you for managing project management system access so reliably over the months, granting ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Roberto this is a few weeks overdue, but wanted to make sure I said THANK YOU for your help with a t",D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulations to you 3 for getting a score of 100% for the Customer Service November Quiz!! You ha,C,Customer & Client Focus,Exceptional customer service and relationships,
I wanted to take a moment to recognize you three for your support this week. While I was working on ,D,Teamwork & Collaboration,Strong collaboration and team support,
I would like to express my sincere thanks for the help and support you gave me when my business mana,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks a million for your help this morning! I really appreciate it. I was locked out of my account ,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks for helping me with my mobile device support ticket.,D,Teamwork & Collaboration,Strong collaboration and team support,
I just wanted to take a moment to thank you all for helping me better understand Cloud Security Grou,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for running through the information housed in our CRM system. It was really helpful for my,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Emma, Lisa, Rachel, Morgan and Zoe…. I just wanted to take a few moments to highlight how impressed ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Customer Excellence Council, thank you all for your efforts over the past 2 months to review and com",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Jake, thank you for all of your hard work in coordinating FinancialGroup's renewal (and updated cont",D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks for all your work planning and roadmapping for Q1! And for coordinating not only with enginee,D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to specially thank the Customer Excellence Council volunteers who took on specific presenta,D,Teamwork & Collaboration,Strong collaboration and team support,
"I wanted to thank you both Nathan and Arjun, for al the great collaboration happening this year. The",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Amy, Citi has a lot of requests that come in to our team around defining our model development proce",D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to take a moment to thank you Gigio for such an amazing guidance you've given me as a manag,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hi Jesse, thank you for your thoughtful leadership over the past five years, and for cultivating suc",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Amy, thank you so much for your incredible support and leadership over these past years. You've g",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Essra, thank you so much for your thoughtful leadership and for the kind support you've given me ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Getting registration up and running for Activate calls for a lot of hands, a lot of brains and lots ",B,Innovation & Business Impact,Driving innovation and business results,
Happy Birthday Bhavani! Hope you have a great day and enjoy all the celebrations. Wishing you all th,E,Professional Excellence,Strong professional contribution,
"Thanks so much for reviewing the landmarks patterns documentation so quickly!  You added examples, r",D,Teamwork & Collaboration,Strong collaboration and team support,
Shane thanks your help last week with testing Fastclose user access. We are implementing new access ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Maria, thanks for all your help recently with funding requests. At the busiest time of the year it i",D,Teamwork & Collaboration,Strong collaboration and team support,
"Well done, John! Your guidance and oversight during the recent OEM upgrade were instrumental in its ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"As we bring another busy and eventful year to a close, I just want to recognise this very special te",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey Gabriel,  Thanks so much for taking the time to catch up with me recently—I know things are busy",D,Teamwork & Collaboration,Strong collaboration and team support,
"As I look back on 2025, I’m filled with pride and maybe just a tiny bit of “how on earth did we do a",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thanks Graham for covering the on call for our Winter Celebration, not only did you do so voluntaril",C,Customer & Client Focus,Exceptional customer service and relationships,
I wanted to take a moment to thank everyone who partnered with us throughout the year. 💼  This has b,D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you, Pratheek, for your outstanding support in quickly joining multiple calls to diagnose and ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Congratulations!!! What an incredible way to end our merchandise launches for the year, by launching",E,Professional Excellence,Professional excellence and expertise,
"December has begun, and as the year draws to a close, it brings back many memories from the past mon",E,Professional Excellence,Professional excellence and expertise,
"Anne-Marie, I wanted to take a moment to recognize you for the incredible support and partnership yo",D,Teamwork & Collaboration,Strong collaboration and team support,
I want to take a moment to share just how deeply grateful I am for the tremendous effort you each pu,C,Customer & Client Focus,Exceptional customer service and relationships,
I wanted to take a moment to recognize you for explaining how the WorkCircle permissions layout diff,D,Teamwork & Collaboration,Strong collaboration and team support,
"Deepak, Thank you for your support at the weekend from working on Amazon cases or clearing warnings,",D,Teamwork & Collaboration,Strong collaboration and team support,
Anne begrudgingly sending gratitude your way for your stellar performance thus far in shepherding Wo,D,Teamwork & Collaboration,Strong collaboration and team support,
"Happy Birthday, Adrian! I hope you have a relaxing day planned with Fiona and Olive. Whether you're ",E,Professional Excellence,Strong professional contribution,
"Hi Team, Huge congratulations to everyone for achieving 100% attendance for two months in a row! Thi",D,Teamwork & Collaboration,Strong collaboration and team support,
"In 2025, this has been clear through your support  - supporting me through my role change and worklo",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Eva thank you for taking not one but TWO Workhuman Live promos off my plate this past week. This was,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you all for helping out with my tickets and keeping up with client emails while I was away! It,D,Teamwork & Collaboration,Strong collaboration and team support,
"Congratulations, Jose and Fiona, on the arrival of your beautiful baby girl, Isabel! I’m so happy fo",E,Professional Excellence,Strong professional contribution,
"Have an amazing birthday weekend, Adam!! I hope you enjoy your well-deserved time off next week and ",E,Professional Excellence,Professional excellence and expertise,
"Cecile, I want to say a huge thank you for helping me to locate the traceable flow of a credit note ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Sara thanks for all your assistance recently whenever I have contacted you to reach out to customers,C,Customer & Client Focus,Exceptional customer service and relationships,
"Marion, You’re the definition of precision and reliability! Your work on verification, InteractionSy",E,Professional Excellence,Professional excellence and expertise,
Sara Thank you for coordinating with your friend in Hungary when our colleagues needed to do some te,D,Teamwork & Collaboration,Strong collaboration and team support,
"Gill, I want to take this opportunity to send an overdue THANK YOU for everything that you do! I am ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Grainne, I want to take a moment to thank you for your exceptional initiative and hard work when it ",E,Professional Excellence,Professional excellence and expertise,
I want to take a moment to thank you all for the role you played in generating registrations and mee,D,Teamwork & Collaboration,Strong collaboration and team support,
"Brad,  I am BLOWN away by the activity and hustle you have put in lately (and really, always).   It ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Tom, thank you so much for the support you and the BDR team provided in helping to generate registra",D,Teamwork & Collaboration,Strong collaboration and team support,
Maya- I just wanted to take a moment to say THANK YOU for everything you've done this year. Your hus,E,Professional Excellence,Professional excellence and expertise,
Thank you both for the incredible support on a hectic week with the quality assessments for Project ,E,Professional Excellence,Professional excellence and expertise,
Emma thank you so much for covering bank reconciliations and accounts payable corrections while I wa,D,Teamwork & Collaboration,Strong collaboration and team support,
"It's time to express my sincere, if slightly belated, thank you for the November madness we've just ",D,Teamwork & Collaboration,Strong collaboration and team support,
"December has begun and the year is drawing to a close, bringing back memories from the past nine yea",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sofia, I would like to express my sincere thanks for the help and support you gave me when my ERP sy",D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to thank you both for stepping up for the Leadership Excellence session with Dr. Amanda Ric,C,Customer & Client Focus,Exceptional customer service and relationships,
Promo merch team!!!! How so much has changed in one year and not a beat was skipped. You have all be,C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you Rachel for spending time with me teaching me all about proposal writing for Stellar Media ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Congratulations to you, Elena and David, on welcoming your beautiful baby boy into the world! Oliver",E,Professional Excellence,Professional excellence and expertise,
Moving to marketing automation forms for gated web content already introduced some changes to our pr,A,Leadership & Management,Demonstrated strong leadership and mentoring,
Jessica- thank you so much for your incredible partnership over the last few months. I wish we had m,D,Teamwork & Collaboration,Strong collaboration and team support,
"Anna and Claire, thank you so much for your agility, proactivity, and flexibility over the last seve",E,Professional Excellence,Professional excellence and expertise,
"Sarah, congratulations on finalizing a robust project extraction model! This was a challenging task ",E,Professional Excellence,Professional excellence and expertise,
"Priya, I am very late in sending this recognition, but I wanted to thank you for all of the knowledg",C,Customer & Client Focus,Exceptional customer service and relationships,
I couldn't let the year come to an end without taking a moment to thank each of you for your collabo,D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to just express my sincere gratitude for such a great creative team. From summer fun to hol,D,Teamwork & Collaboration,Strong collaboration and team support,
"As the year comes to a close, I want to take a moment to thank you for your incredible leadership in",D,Teamwork & Collaboration,Strong collaboration and team support,
Alex - so glad you're a part of this team. You've made life easier for all of us. LOL. I am so appre,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"December has begun, and as the year draws to a close, it brings back many memories from the past mon",E,Professional Excellence,Professional excellence and expertise,
"Chen, I'm constantly impressed by the care and passion you pour into your projects, especially the l",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Shoutout to the team for the great work on our new streaming capabilities so far. What really stands,B,Innovation & Business Impact,Driving innovation and business results,
Thanks Alex for putting together the data I requested from you related with the representatives from,E,Professional Excellence,Professional excellence and expertise,
"Sarah, once again you were there right at the moment I needed you. We needed 3 batch uploads loaded ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Happy very belated birthday! I just realised I completely missed your big day last Sunday, and I'm s",A,Leadership & Management,Demonstrated strong leadership and mentoring,
