award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00533,EMP0030,EMP0060,Teamwork & Collaboration Award,Thanks all for the updates to the Team recap slides. This was my 1st time organising the slide deck,D,Strong collaboration and team support,2025-08-02,145,Approved
AWD00534,EMP0056,EMP0058,Innovation & Business Impact Award,Congratulations on winning 2nd Place for Most Innovative Mindset innovation award. You tackled one o,B,Driving innovation and business results,2025-05-30,1998,Approved
AWD00535,EMP0020,EMP0010,Innovation & Business Impact Award,"Congratulations on your Quack innovation, that gives us a glimpse into the future of intelligent, AI",B,Driving innovation and business results,2025-06-15,1164,Approved
AWD00536,EMP0031,EMP0054,Teamwork & Collaboration Award,Thank you all for continuously going above and beyond to support our team.  We nailed it again this,D,Strong collaboration and team support,2025-09-29,990,Approved
AWD00537,EMP0029,EMP0052,Professional Excellence Award,"Jenn, Sending this privately because,, I can’t have the guys getting jealous 😉  I just wanted to say",E,Strong professional contribution,2025-01-03,1770,Approved
AWD00538,EMP0036,EMP0014,Customer & Client Focus Award,"Alan, thank you so much for such prompt detail on the FAQ questions that I asked regarding previous",C,Exceptional customer service and relationships,2025-05-09,1861,Approved
AWD00539,EMP0035,EMP0058,Teamwork & Collaboration Award,"Kirsten and Alexa, I want to acknowledge the awesome collaboration that defines our team. The way we",D,Strong collaboration and team support,2025-11-09,1000,Approved
AWD00540,EMP0032,EMP0048,Teamwork & Collaboration Award,Thank you for all your help during 2025. During the whole year I have been incessantly asking you qu,D,Strong collaboration and team support,2025-01-07,1302,Approved
AWD00541,EMP0012,EMP0010,Teamwork & Collaboration Award,"Sarah, just wanted to say a massive thank you for all your help while I was off living my best life",D,Strong collaboration and team support,2025-01-24,431,Approved
AWD00542,EMP0040,EMP0037,Teamwork & Collaboration Award,"Marcus, thank you for all your time looking over the component accessibility annotations and for the",D,Strong collaboration and team support,2025-12-24,1031,Approved
AWD00543,EMP0050,EMP0016,Teamwork & Collaboration Award,"Jordan, I just wanted to send a massive thank you for pulling that sales trip data for me earlier th",D,Strong collaboration and team support,2025-06-08,1474,Approved
AWD00544,EMP0055,EMP0034,Teamwork & Collaboration Award,"Week 9 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for",D,Strong collaboration and team support,2025-11-13,514,Approved
AWD00545,EMP0027,EMP0044,Teamwork & Collaboration Award,"Week 8 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for",D,Strong collaboration and team support,2025-08-01,1513,Approved
AWD00546,EMP0022,EMP0054,Teamwork & Collaboration Award,"David, thank you so much for support around marketing accounting for P11 close and for Budget System",D,Strong collaboration and team support,2025-11-25,1487,Approved
AWD00547,EMP0047,EMP0052,Professional Excellence Award,Thank you so much Rachel for taking the time to manually generate the Analytics Platform usage stats,E,Strong professional contribution,2025-05-03,1562,Approved
AWD00548,EMP0008,EMP0049,Customer & Client Focus Award,"Thank you to each of you for a successful, engaging, and fun cold-calling role play this past Friday",C,Exceptional customer service and relationships,2025-08-06,1117,Approved
AWD00549,EMP0004,EMP0042,Teamwork & Collaboration Award,Jessica- a long overdue thank you for always being such an incredible team player. I feel so gratefu,D,Strong collaboration and team support,2025-02-09,263,Approved
AWD00550,EMP0010,EMP0044,Teamwork & Collaboration Award,"Patricia, Victoria, Lauren, Shane, and Riley As we finish up 2025, I just want to say a big thank yo",D,Strong collaboration and team support,2025-07-05,1871,Approved
AWD00551,EMP0031,EMP0052,Customer & Client Focus Award,A note to thank this team for the attention and effort put into pushing out our updated privacy poli,C,Exceptional customer service and relationships,2025-06-24,1368,Approved
AWD00552,EMP0026,EMP0025,Teamwork & Collaboration Award,"Carlos, thank you for your willingness to assist with CRM cleanup. Your quick turnarounds and prompt",D,Strong collaboration and team support,2025-04-18,857,Approved
AWD00553,EMP0059,EMP0042,Leadership & Management Award,"Thank you, everyone, for the great energy and engagement in last week's AI-native ideation workshop.",A,Demonstrated strong leadership and mentoring,2025-06-08,378,Approved
AWD00554,EMP0003,EMP0058,Customer & Client Focus Award,Tyler! Thank you so much for taking the time to fix the sorting issue in the Customer Success Foreca,C,Exceptional customer service and relationships,2025-01-07,1366,Approved
AWD00555,EMP0046,EMP0028,Teamwork & Collaboration Award,"It's time to express my sincere, if slightly belated, thank you for the November madness we've just",D,Strong collaboration and team support,2025-06-25,1219,Approved
AWD00556,EMP0028,EMP0008,Teamwork & Collaboration Award,It's time to express my sincere—and slightly belated—thank you for the November madness we've just b,D,Strong collaboration and team support,2025-01-12,1943,Approved
AWD00557,EMP0049,EMP0048,Teamwork & Collaboration Award,"Amanda, I wanted to send a well deserved shoutout for your agile approach to all of our discovery ca",D,Strong collaboration and team support,2025-11-02,233,Approved
AWD00558,EMP0059,EMP0042,Professional Excellence Award,Thank you for the thought and follow up that you put into each of our buddy sessions! You make sure,E,Strong professional contribution,2025-03-26,1251,Approved
AWD00559,EMP0025,EMP0026,Customer & Client Focus Award,"Maya and Kelly, thank you both for everything you poured into the production of our newly published",C,Exceptional customer service and relationships,2025-06-15,582,Approved
AWD00560,EMP0049,EMP0045,Teamwork & Collaboration Award,"Thank you, Daniel, for your time last week helping me prepare for my first-ever solo presentation at",D,Strong collaboration and team support,2025-12-31,1207,Approved
AWD00561,EMP0040,EMP0006,Professional Excellence Award,"Thank you, Emma, for spotting the error in the Atlantis hours, and thank you, Alex and Jordan for do",E,Strong professional contribution,2025-06-26,445,Approved
AWD00562,EMP0059,EMP0012,Professional Excellence Award,"Taylor, I hope you have a wonderful birthday mixed in with some holiday cheer. Morgan better spoil y",E,Strong professional contribution,2025-06-05,950,Approved
AWD00563,EMP0006,EMP0034,Customer & Client Focus Award,Thank you all so much for your work in finding this key role for us in customer service as we move i,C,Exceptional customer service and relationships,2025-05-22,1734,Approved
AWD00564,EMP0021,EMP0003,Teamwork & Collaboration Award,"As I reflect on 2025, I am grateful for the partnership with you. I highly value your commitment to",D,Strong collaboration and team support,2025-03-12,1763,Approved
AWD00565,EMP0054,EMP0014,Innovation & Business Impact Award,Thanks for getting together and figuring out where some of our projects can intersect and how we can,B,Driving innovation and business results,2025-08-14,784,Approved
AWD00566,EMP0037,EMP0060,Leadership & Management Award,"Riley, taking a moment to give you your flowers for the impact I've witnessed over the past month-is",A,Demonstrated strong leadership and mentoring,2025-10-29,714,Approved
AWD00567,EMP0032,EMP0033,Teamwork & Collaboration Award,"Oliver, thank you so much for being my second pair of hands and my personal promo superhero, when I",D,Strong collaboration and team support,2025-04-01,1608,Approved
AWD00568,EMP0005,EMP0056,Social Responsibility & Culture Award,"Maya, thank you for jumping in unprompted to write the newest update of the TechFlow style guide. It",F,Community and social impact,2025-01-10,1471,Approved
AWD00569,EMP0058,EMP0003,Teamwork & Collaboration Award,"Daniel, thank you for stepping into my shoes during my recent absence and at really late notice to p",D,Strong collaboration and team support,2025-07-30,1544,Approved
AWD00570,EMP0013,EMP0034,Teamwork & Collaboration Award,Congratulations on winning the 3rd Place for Most Innovative Mindset to this team who created DataQu,D,Strong collaboration and team support,2025-04-16,281,Approved
AWD00571,EMP0004,EMP0057,Innovation & Business Impact Award,Congratulation on winning the Best Overall Innovation Award. Your Automated Translations innovation,B,Driving innovation and business results,2025-03-26,1631,Approved
AWD00572,EMP0003,EMP0040,Teamwork & Collaboration Award,Congratulations on winning the 2nd Prize for Popular Choice award for your innovation project that r,D,Strong collaboration and team support,2025-09-21,1029,Approved
AWD00573,EMP0040,EMP0010,Teamwork & Collaboration Award,I want to take this opportunity to thank you all for your dedication and commitment in delivering Ph,D,Strong collaboration and team support,2025-04-23,737,Approved
AWD00574,EMP0034,EMP0010,Teamwork & Collaboration Award,"I'd like to extend a heartfelt thank you to our QA partners, Daniel and Sofia, for stepping in and p",D,Strong collaboration and team support,2025-03-10,1928,Approved
AWD00575,EMP0060,EMP0048,Teamwork & Collaboration Award,"Blake, thank you very much for your help! Once I reached out, you offered your support right away wi",D,Strong collaboration and team support,2025-03-04,969,Approved
AWD00576,EMP0022,EMP0003,Teamwork & Collaboration Award,"It's time to express my sincere, if slightly belated, thank you for the November madness we've just",D,Strong collaboration and team support,2025-10-10,1751,Approved
AWD00577,EMP0034,EMP0056,Teamwork & Collaboration Award,"Ladies, thank you for all your hard work. Being short three people isn't easy, but you're all steppi",D,Strong collaboration and team support,2025-10-31,1636,Approved
AWD00578,EMP0031,EMP0032,Teamwork & Collaboration Award,"Thanks Sage for your continued onboarding support, knowledge sharing and high bar for operational su",D,Strong collaboration and team support,2025-05-28,960,Approved
AWD00579,EMP0026,EMP0025,Leadership & Management Award,"Quinn and Avery, I want to take a moment to sincerely thank you both for your amazing efforts this m",A,Demonstrated strong leadership and mentoring,2025-08-02,1691,Approved
AWD00580,EMP0005,EMP0056,Teamwork & Collaboration Award,Thank you River for helping me with Network Link Update script to adjust it to run on the new Build,D,Strong collaboration and team support,2025-06-25,1051,Approved
AWD00581,EMP0053,EMP0039,Teamwork & Collaboration Award,Marcus Thanks for the taking the time to give me an overview of the great work that was done in onbo,D,Strong collaboration and team support,2025-12-16,1581,Approved
AWD00582,EMP0022,EMP0036,Teamwork & Collaboration Award,"Samuel, thank you for organizing the short workshop to corral the team to brainstorm on how we can i",D,Strong collaboration and team support,2025-02-24,1882,Approved
AWD00583,EMP0008,EMP0047,Teamwork & Collaboration Award,"Rebecca, Victoria, Elena, Sofia, Robert, Alex and Jordan, As we wrap up 2025, I wanted to say thank",D,Strong collaboration and team support,2025-02-10,616,Approved
AWD00584,EMP0015,EMP0012,Teamwork & Collaboration Award,Hi all I would like to take this opportunity to that you for all your hard work in trying to resolve,D,Strong collaboration and team support,2025-05-06,1962,Approved
AWD00585,EMP0004,EMP0059,Teamwork & Collaboration Award,"Thank you all for the hard work, focus, and collaboration you put in this week while tackling the se",D,Strong collaboration and team support,2025-04-26,1536,Approved
AWD00586,EMP0017,EMP0020,Teamwork & Collaboration Award,"Sarah, we are absolutely over the moon for you and Daniel! Your movie-worthy downtown park engagemen",D,Strong collaboration and team support,2025-03-08,1623,Approved
AWD00587,EMP0034,EMP0033,Teamwork & Collaboration Award,"Team, thank you all for the diligence and and urgency in getting our latest keynote signed for our a",D,Strong collaboration and team support,2025-08-08,1623,Approved
AWD00588,EMP0030,EMP0002,Teamwork & Collaboration Award,"Isabella and Catherine, as we wrap up 2025, I wanted to say thank you for the collaborations this ye",D,Strong collaboration and team support,2025-02-11,1778,Approved
AWD00589,EMP0059,EMP0056,Teamwork & Collaboration Award,"Lisa, I want to recognize how exceptionally you showed up on your call with Regional Medical Center.",D,Strong collaboration and team support,2025-02-17,815,Approved
AWD00590,EMP0033,EMP0045,Social Responsibility & Culture Award,"As I reflect on 2025 I realize you embody the company value 'Respect for All', you are continuously",F,Community and social impact,2025-03-08,1626,Approved
AWD00591,EMP0045,EMP0056,Teamwork & Collaboration Award,As I close out and reflect on 2025 I realize the level of change we have gone through together as a,D,Strong collaboration and team support,2025-08-26,284,Approved
AWD00592,EMP0010,EMP0019,Leadership & Management Award,Thanks guys for your assistance in implementing Global Peering between our two geographic cloud regi,A,Demonstrated strong leadership and mentoring,2025-09-23,644,Approved
AWD00593,EMP0054,EMP0026,Innovation & Business Impact Award,"Emma, your work on developing speaker recommendations for the 2026 European Summit has been exceptio",B,Delivering business impact and results,2025-08-04,128,Approved
AWD00594,EMP0015,EMP0024,Leadership & Management Award,"Taylor, our Recognition Research launch couldn't have happened the way it did without you. You handl",A,Demonstrated strong leadership and mentoring,2025-11-10,327,Approved
AWD00595,EMP0004,EMP0016,Leadership & Management Award,"Morgan, Your leadership and talent in bringing our latest research paper on monetary rewards to life",A,Demonstrated strong leadership and mentoring,2025-12-07,434,Approved
AWD00596,EMP0040,EMP0054,Leadership & Management Award,"Casey, thank you for being such a steady, energizing presence for our thought leadership team — and",A,Demonstrated strong leadership and mentoring,2025-05-01,549,Approved
AWD00597,EMP0048,EMP0047,Customer & Client Focus Award,"Riley, your customer evidence and proofs review roadshow has been such a gift to the broader organiz",C,Exceptional customer service and relationships,2025-09-07,280,Approved
AWD00598,EMP0020,EMP0039,Teamwork & Collaboration Award,"Harper and Diego, I just wanted to thank you both for all your help with the retail partner gift car",D,Strong collaboration and team support,2025-11-12,1080,Approved
AWD00599,EMP0036,EMP0006,Teamwork & Collaboration Award,"Blake, Cameron & Avery, I wanted to take a moment to thank you for your excellent work in the last f",D,Strong collaboration and team support,2025-08-24,1832,Approved
AWD00600,EMP0026,EMP0023,Innovation & Business Impact Award,"Team, I just want to pause and recognise the incredible work you've put in—especially as we navigate",B,Delivering business impact and results,2025-03-04,1807,Approved
AWD00601,EMP0059,EMP0060,Teamwork & Collaboration Award,"Dear Marcus and Oliver, Thank you for all the insights, deep thinking, and structure you brought to",D,Strong collaboration and team support,2025-06-01,673,Approved
AWD00602,EMP0022,EMP0026,Teamwork & Collaboration Award,I just want to take a moment to thank you for your collaboration throughout 2025. Whether it was wor,D,Strong collaboration and team support,2025-06-24,101,Approved
AWD00603,EMP0019,EMP0021,Teamwork & Collaboration Award,"Clara, as we wrap up 2025, I just want to say a big thank you for all your help and teamwork this ye",D,Strong collaboration and team support,2025-11-16,1661,Approved
AWD00604,EMP0021,EMP0050,Teamwork & Collaboration Award,"I just wanted to say a big thank you for all your help with the IT issues I've been facing, and for",D,Strong collaboration and team support,2026-01-01,755,Approved
AWD00605,EMP0041,EMP0021,Teamwork & Collaboration Award,"Dear Albert, It has been truly inspiring to witness your unwavering determination for education and",D,Strong collaboration and team support,2025-01-19,1916,Approved
AWD00606,EMP0045,EMP0054,Teamwork & Collaboration Award,"As we wrap up 2025, I just want to say a big thank you for all your help and teamwork this year! You",D,Strong collaboration and team support,2025-12-05,636,Approved
AWD00607,EMP0007,EMP0053,Professional Excellence Award,"Hi Folks, As the year end approaches, I've been reflecting on what was a really tough year and I kee",E,Resilience and adaptability,2025-12-31,1479,Approved
AWD00608,EMP0052,EMP0053,Teamwork & Collaboration Award,"Hi team, As we look to close out the year, there is one thing I keep coming back to.... This year th",D,Strong collaboration and team support,2025-11-04,1625,Approved
AWD00609,EMP0030,EMP0029,Teamwork & Collaboration Award,"Andrea, Sam & Steve: it's wonderful to be able to say for the first time we are live and relaunched",D,Strong collaboration and team support,2025-02-19,458,Approved
AWD00610,EMP0036,EMP0057,Teamwork & Collaboration Award,I just wanted to take a minute to thank you both for partnering together for the betterment of TechC,D,Strong collaboration and team support,2025-03-16,987,Approved
AWD00611,EMP0026,EMP0050,Professional Excellence Award,"Team, I want to take a moment to sincerely thank each of you for the highly insightful and immensely",E,Professional excellence and expertise,2025-01-10,1148,Approved
AWD00612,EMP0002,EMP0039,Teamwork & Collaboration Award,"Tyler, this is long overdue, but wanted to say that you're doing a fantastic job leading the team, a",D,Strong collaboration and team support,2025-03-29,243,Approved
AWD00613,EMP0010,EMP0056,Teamwork & Collaboration Award,"Folks, As we look to close out 2025, it has not escaped me that both of you have been the quiet forc",D,Strong collaboration and team support,2025-12-24,621,Approved
AWD00614,EMP0049,EMP0010,Teamwork & Collaboration Award,"Thank you for all your help this year! I truly appreciate your support, from customers specific bill",D,Strong collaboration and team support,2025-01-10,368,Approved
AWD00615,EMP0037,EMP0036,Teamwork & Collaboration Award,"As I begin a new chapter in my TalentFirst journey, I wanted to send a huge thank you to the sourcin",D,Strong collaboration and team support,2025-07-07,140,Approved
AWD00616,EMP0057,EMP0032,Teamwork & Collaboration Award,"Lisa, I just want to take a moment to thank you for presenting at our last two all-hands meetings. Y",D,Strong collaboration and team support,2025-01-06,1167,Approved
AWD00617,EMP0053,EMP0042,Teamwork & Collaboration Award,Well done Sam for researching and documenting the process to consolidate database schemas. This will,D,Strong collaboration and team support,2025-08-28,1920,Approved
AWD00618,EMP0044,EMP0060,Teamwork & Collaboration Award,"Paula and Whitney, As we finish up 2025, I just want to say a big thank you to each of you for all y",D,Strong collaboration and team support,2025-12-30,994,Approved
AWD00619,EMP0046,EMP0041,Teamwork & Collaboration Award,"Thank you all for stepping in last minute to look after my partners while I took some days off, I re",D,Strong collaboration and team support,2025-07-10,451,Approved
AWD00620,EMP0041,EMP0003,Professional Excellence Award,Just wanted to take a moment to thank you Michael for all your help over the past few weeks with the,E,Resilience and adaptability,2025-06-21,1911,Approved
AWD00621,EMP0007,EMP0041,Teamwork & Collaboration Award,"Marcus, I just wanted to take a moment to thank you for your amazing support throughout 2025, from o",D,Strong collaboration and team support,2025-05-23,313,Approved
AWD00622,EMP0058,EMP0020,Teamwork & Collaboration Award,"Carlos, I wanted to recognize the effort and care you put into the cases you action. Your questions",D,Strong collaboration and team support,2025-11-11,150,Approved
AWD00623,EMP0060,EMP0002,Teamwork & Collaboration Award,Thank you team for the energy you brought to yesterday's AI focused session. I really appreciate how,D,Strong collaboration and team support,2025-02-20,1873,Approved
AWD00624,EMP0060,EMP0033,Teamwork & Collaboration Award,Sofia thank you for your help in facilitating the conversation with Ryan and getting the early relea,D,Strong collaboration and team support,2025-08-22,1496,Approved
AWD00625,EMP0027,EMP0015,Teamwork & Collaboration Award,Just wanted to thank you for all your help over the past few days with the support requests. These i,D,Strong collaboration and team support,2025-08-21,221,Approved
AWD00626,EMP0023,EMP0011,Leadership & Management Award,"Alex, thank you for managing project management system access so reliably over the months, granting",A,Demonstrated strong leadership and mentoring,2025-02-19,445,Approved
AWD00627,EMP0025,EMP0026,Teamwork & Collaboration Award,"Roberto this is a few weeks overdue, but wanted to make sure I said THANK YOU for your help with a t",D,Strong collaboration and team support,2025-12-20,290,Approved
AWD00628,EMP0042,EMP0051,Customer & Client Focus Award,Congratulations to you 3 for getting a score of 100% for the Customer Service November Quiz!! You ha,C,Exceptional customer service and relationships,2025-01-03,820,Approved
AWD00629,EMP0007,EMP0042,Teamwork & Collaboration Award,I wanted to take a moment to recognize you three for your support this week. While I was working on,D,Strong collaboration and team support,2025-11-12,732,Approved
AWD00630,EMP0055,EMP0058,Teamwork & Collaboration Award,I would like to express my sincere thanks for the help and support you gave me when my business mana,D,Strong collaboration and team support,2025-01-14,1499,Approved
AWD00631,EMP0028,EMP0036,Teamwork & Collaboration Award,Thanks a million for your help this morning! I really appreciate it. I was locked out of my account,D,Strong collaboration and team support,2025-02-06,1985,Approved
AWD00632,EMP0044,EMP0041,Teamwork & Collaboration Award,Thanks for helping me with my mobile device support ticket.,D,Strong collaboration and team support,2025-08-09,1125,Approved
AWD00633,EMP0022,EMP0044,Teamwork & Collaboration Award,I just wanted to take a moment to thank you all for helping me better understand Cloud Security Grou,D,Strong collaboration and team support,2025-03-31,1580,Approved
AWD00634,EMP0013,EMP0004,Leadership & Management Award,Thank you for running through the information housed in our CRM system. It was really helpful for my,A,Demonstrated strong leadership and mentoring,2025-04-17,1244,Approved
AWD00635,EMP0044,EMP0059,Leadership & Management Award,"Emma, Lisa, Rachel, Morgan and Zoe…. I just wanted to take a few moments to highlight how impressed",A,Demonstrated strong leadership and mentoring,2025-03-24,1966,Approved
AWD00636,EMP0034,EMP0053,Leadership & Management Award,"Customer Excellence Council, thank you all for your efforts over the past 2 months to review and com",A,Demonstrated strong leadership and mentoring,2025-08-18,605,Approved
AWD00637,EMP0005,EMP0035,Teamwork & Collaboration Award,"Jake, thank you for all of your hard work in coordinating FinancialGroup's renewal (and updated cont",D,Strong collaboration and team support,2025-09-08,968,Approved
AWD00638,EMP0001,EMP0035,Teamwork & Collaboration Award,Thanks for all your work planning and roadmapping for Q1! And for coordinating not only with enginee,D,Strong collaboration and team support,2025-02-09,1284,Approved
AWD00639,EMP0008,EMP0006,Teamwork & Collaboration Award,I wanted to specially thank the Customer Excellence Council volunteers who took on specific presenta,D,Strong collaboration and team support,2025-12-11,1843,Approved
AWD00640,EMP0027,EMP0051,Leadership & Management Award,"I wanted to thank you both Nathan and Arjun, for al the great collaboration happening this year. The",A,Demonstrated strong leadership and mentoring,2025-02-10,665,Approved
AWD00641,EMP0060,EMP0006,Teamwork & Collaboration Award,"Amy, Citi has a lot of requests that come in to our team around defining our model development proce",D,Strong collaboration and team support,2025-06-11,587,Approved
AWD00642,EMP0022,EMP0024,Leadership & Management Award,I wanted to take a moment to thank you Gigio for such an amazing guidance you've given me as a manag,A,Demonstrated strong leadership and mentoring,2025-05-19,977,Approved
AWD00643,EMP0056,EMP0043,Teamwork & Collaboration Award,"Hi Jesse, thank you for your thoughtful leadership over the past five years, and for cultivating suc",D,Strong collaboration and team support,2025-06-27,1275,Approved
AWD00644,EMP0027,EMP0031,Teamwork & Collaboration Award,"Hi Amy, thank you so much for your incredible support and leadership over these past years. You've g",D,Strong collaboration and team support,2025-01-26,1500,Approved
AWD00645,EMP0033,EMP0053,Teamwork & Collaboration Award,"Hi Essra, thank you so much for your thoughtful leadership and for the kind support you've given me",D,Strong collaboration and team support,2025-01-19,555,Approved
AWD00646,EMP0011,EMP0034,Innovation & Business Impact Award,"Getting registration up and running for Activate calls for a lot of hands, a lot of brains and lots",B,Driving innovation and business results,2025-05-01,319,Approved
AWD00647,EMP0003,EMP0050,Professional Excellence Award,Happy Birthday Bhavani! Hope you have a great day and enjoy all the celebrations. Wishing you all th,E,Strong professional contribution,2025-09-17,153,Approved
AWD00648,EMP0009,EMP0029,Teamwork & Collaboration Award,"Thanks so much for reviewing the landmarks patterns documentation so quickly!  You added examples, r",D,Strong collaboration and team support,2025-02-09,1564,Approved
AWD00649,EMP0047,EMP0035,Teamwork & Collaboration Award,Shane thanks your help last week with testing Fastclose user access. We are implementing new access,D,Strong collaboration and team support,2025-11-18,1635,Approved
AWD00650,EMP0039,EMP0050,Teamwork & Collaboration Award,"Maria, thanks for all your help recently with funding requests. At the busiest time of the year it i",D,Strong collaboration and team support,2025-07-24,317,Approved
AWD00651,EMP0013,EMP0011,Leadership & Management Award,"Well done, John! Your guidance and oversight during the recent OEM upgrade were instrumental in its",A,Demonstrated strong leadership and mentoring,2025-12-01,105,Approved
AWD00652,EMP0051,EMP0053,Teamwork & Collaboration Award,"As we bring another busy and eventful year to a close, I just want to recognise this very special te",D,Strong collaboration and team support,2025-06-25,1018,Approved
AWD00653,EMP0040,EMP0021,Teamwork & Collaboration Award,"Hey Gabriel,  Thanks so much for taking the time to catch up with me recently—I know things are busy",D,Strong collaboration and team support,2025-06-15,1687,Approved
AWD00654,EMP0013,EMP0047,Teamwork & Collaboration Award,"As I look back on 2025, I’m filled with pride and maybe just a tiny bit of “how on earth did we do a",D,Strong collaboration and team support,2025-07-13,975,Approved
AWD00655,EMP0060,EMP0015,Customer & Client Focus Award,"Thanks Graham for covering the on call for our Winter Celebration, not only did you do so voluntaril",C,Exceptional customer service and relationships,2025-09-03,758,Approved
AWD00656,EMP0035,EMP0044,Teamwork & Collaboration Award,I wanted to take a moment to thank everyone who partnered with us throughout the year. 💼  This has b,D,Strong collaboration and team support,2025-04-11,965,Approved
AWD00657,EMP0003,EMP0037,Leadership & Management Award,"Thank you, Pratheek, for your outstanding support in quickly joining multiple calls to diagnose and",A,Demonstrated strong leadership and mentoring,2025-07-29,1576,Approved
AWD00658,EMP0042,EMP0046,Professional Excellence Award,"Congratulations!!! What an incredible way to end our merchandise launches for the year, by launching",E,Professional excellence and expertise,2025-01-13,136,Approved
AWD00659,EMP0057,EMP0003,Professional Excellence Award,"December has begun, and as the year draws to a close, it brings back many memories from the past mon",E,Professional excellence and expertise,2025-01-17,348,Approved
AWD00660,EMP0014,EMP0032,Teamwork & Collaboration Award,"Anne-Marie, I wanted to take a moment to recognize you for the incredible support and partnership yo",D,Strong collaboration and team support,2025-05-19,612,Approved
AWD00661,EMP0003,EMP0015,Customer & Client Focus Award,I want to take a moment to share just how deeply grateful I am for the tremendous effort you each pu,C,Exceptional customer service and relationships,2025-01-03,268,Approved
AWD00662,EMP0036,EMP0051,Teamwork & Collaboration Award,I wanted to take a moment to recognize you for explaining how the WorkCircle permissions layout diff,D,Strong collaboration and team support,2025-04-09,948,Approved
AWD00663,EMP0012,EMP0028,Teamwork & Collaboration Award,"Deepak, Thank you for your support at the weekend from working on Amazon cases or clearing warnings,",D,Strong collaboration and team support,2025-04-25,1040,Approved
AWD00664,EMP0001,EMP0059,Teamwork & Collaboration Award,Anne begrudgingly sending gratitude your way for your stellar performance thus far in shepherding Wo,D,Strong collaboration and team support,2025-07-05,889,Approved
AWD00665,EMP0008,EMP0040,Professional Excellence Award,"Happy Birthday, Adrian! I hope you have a relaxing day planned with Fiona and Olive. Whether you're",E,Strong professional contribution,2025-04-23,1651,Approved
AWD00666,EMP0044,EMP0007,Teamwork & Collaboration Award,"Hi Team, Huge congratulations to everyone for achieving 100% attendance for two months in a row! Thi",D,Strong collaboration and team support,2025-07-19,1663,Approved
AWD00667,EMP0007,EMP0037,Leadership & Management Award,"In 2025, this has been clear through your support  - supporting me through my role change and worklo",A,Demonstrated strong leadership and mentoring,2025-10-17,216,Approved
AWD00668,EMP0004,EMP0003,Teamwork & Collaboration Award,Eva thank you for taking not one but TWO Workhuman Live promos off my plate this past week. This was,D,Strong collaboration and team support,2025-03-08,1011,Approved
AWD00669,EMP0015,EMP0049,Teamwork & Collaboration Award,Thank you all for helping out with my tickets and keeping up with client emails while I was away! It,D,Strong collaboration and team support,2025-02-25,1104,Approved
AWD00670,EMP0034,EMP0027,Professional Excellence Award,"Congratulations, Jose and Fiona, on the arrival of your beautiful baby girl, Isabel! I’m so happy fo",E,Strong professional contribution,2025-02-25,368,Approved
AWD00671,EMP0057,EMP0050,Professional Excellence Award,"Have an amazing birthday weekend, Adam!! I hope you enjoy your well-deserved time off next week and",E,Professional excellence and expertise,2025-05-15,593,Approved
AWD00672,EMP0014,EMP0011,Leadership & Management Award,"Cecile, I want to say a huge thank you for helping me to locate the traceable flow of a credit note",A,Demonstrated strong leadership and mentoring,2025-09-15,690,Approved
AWD00673,EMP0038,EMP0047,Customer & Client Focus Award,Sara thanks for all your assistance recently whenever I have contacted you to reach out to customers,C,Exceptional customer service and relationships,2025-03-10,1983,Approved
AWD00674,EMP0002,EMP0004,Professional Excellence Award,"Marion, You’re the definition of precision and reliability! Your work on verification, InteractionSy",E,Professional excellence and expertise,2025-04-25,868,Approved
AWD00675,EMP0014,EMP0036,Teamwork & Collaboration Award,Sara Thank you for coordinating with your friend in Hungary when our colleagues needed to do some te,D,Strong collaboration and team support,2025-11-04,1265,Approved
AWD00676,EMP0017,EMP0013,Teamwork & Collaboration Award,"Gill, I want to take this opportunity to send an overdue THANK YOU for everything that you do! I am",D,Strong collaboration and team support,2025-04-03,1740,Approved
AWD00677,EMP0030,EMP0017,Professional Excellence Award,"Grainne, I want to take a moment to thank you for your exceptional initiative and hard work when it",E,Professional excellence and expertise,2025-06-16,674,Approved
AWD00678,EMP0033,EMP0005,Teamwork & Collaboration Award,I want to take a moment to thank you all for the role you played in generating registrations and mee,D,Strong collaboration and team support,2025-06-23,1844,Approved
AWD00679,EMP0003,EMP0020,Leadership & Management Award,"Brad,  I am BLOWN away by the activity and hustle you have put in lately (and really, always).   It",A,Demonstrated strong leadership and mentoring,2025-03-25,1232,Approved
AWD00680,EMP0056,EMP0040,Teamwork & Collaboration Award,"Tom, thank you so much for the support you and the BDR team provided in helping to generate registra",D,Strong collaboration and team support,2025-09-23,1724,Approved
AWD00681,EMP0054,EMP0022,Professional Excellence Award,Maya- I just wanted to take a moment to say THANK YOU for everything you've done this year. Your hus,E,Professional excellence and expertise,2025-05-10,1876,Approved
AWD00682,EMP0044,EMP0059,Professional Excellence Award,Thank you both for the incredible support on a hectic week with the quality assessments for Project,E,Professional excellence and expertise,2025-08-23,1101,Approved
AWD00683,EMP0018,EMP0003,Teamwork & Collaboration Award,Emma thank you so much for covering bank reconciliations and accounts payable corrections while I wa,D,Strong collaboration and team support,2025-04-30,1335,Approved
